1	6	3
1	8	2
1	11	3
1	19	2
1	21	5
1	26	3
1	31	4
1	34	5
1	42	5
1	43	4
1	46	3
1	56	4
1	57	3
1	59	3
1	63	3
1	68	4.5
1	81	1
1	82	3.5
1	84	3
1	91	3.5
1	93	4
1	94	3
1	99	4
1	104	3
1	117	3
1	119	4
1	136	5
1	144	3
1	160	1
1	166	4.5
1	170	3
1	173	3
1	174	3
1	176	5
1	178	4
1	181	2
1	182	3.5
1	186	4
1	192	5
1	195	4
1	200	4.5
1	202	4
1	208	2
1	217	4
1	219	4.5
1	220	4
1	226	4
1	229	4
1	232	3
1	235	2
1	240	3
1	243	5
1	244	5
1	248	3.5
1	262	2
1	274	4
1	282	3.5
1	284	4
1	288	3
1	292	3.5
1	294	3
1	301	4
1	304	4
1	307	2.5
1	313	4
1	314	3
1	322	4
1	331	3
1	334	3.5
1	340	4
1	347	4
1	349	4
1	353	3
1	354	3.5
1	361	3.5
1	368	3
1	372	3
1	376	4.5
1	380	5
1	385	3
1	386	3
1	387	3.5
1	391	3
1	395	3
1	408	4.5
1	411	3
1	414	3
1	419	3.5
1	425	3
1	434	3.5
1	438	4
1	441	4.5
1	446	3
1	447	3
1	448	4
1	452	4
1	453	2
1	458	4
1	462	3
1	469	2
1	470	3
1	476	3
1	480	4
1	483	2
1	485	4
1	486	4
1	489	2.5
1	498	3
1	501	4
1	517	0.5
1	520	4
1	522	4.5
1	524	4
1	531	4
1	534	4
1	541	4
1	557	4.5
1	559	3
1	566	3
1	569	4
1	570	3.5
1	573	4.5
1	580	3.5
1	584	5
1	588	3
1	590	3.5
1	592	3
1	597	3
1	599	3.5
1	602	3
1	608	4
1	609	4
2	78	3
2	199	2
2	217	2
2	239	3.5
2	249	3.5
2	274	3.5
2	284	1
2	326	3.5
2	386	2
2	448	3
2	464	4
2	501	1
2	524	2
2	588	2
2	599	1.5
3	325	4
3	527	1
3	603	4
4	311	3.5
4	544	5
5	1	5
5	5	4
5	6	1
5	7	4.5
5	8	5
5	16	4
5	17	4.5
5	18	5
5	23	4
5	24	4
5	28	3.5
5	29	3.5
5	32	5
5	33	5
5	35	5
5	38	5
5	39	5
5	41	3
5	42	5
5	45	5
5	46	5
5	54	3
5	57	5
5	58	5
5	60	3
5	61	4.5
5	63	5
5	64	3
5	66	4
5	68	3
5	69	5
5	72	4.5
5	80	4.5
5	84	4
5	88	5
5	91	4.5
5	96	5
5	103	4
5	105	5
5	109	4
5	112	5
5	117	4
5	122	5
5	124	4.5
5	131	4
5	132	4
5	133	3
5	140	3
5	142	5
5	145	5
5	152	4.5
5	156	4
5	160	4
5	162	4
5	166	5
5	174	3
5	177	4
5	178	4.5
5	182	4.5
5	187	4.5
5	191	5
5	195	5
5	197	3
5	198	5
5	199	4
5	202	4
5	211	4
5	215	5
5	217	3
5	219	5
5	220	5
5	221	4.5
5	222	3
5	228	4.5
5	233	4
5	237	2.5
5	239	4.5
5	241	4
5	246	4.5
5	247	5
5	249	4
5	254	4.5
5	260	5
5	261	4
5	262	3
5	266	4
5	268	5
5	274	4
5	275	4
5	278	5
5	279	3.5
5	280	4.5
5	282	4.5
5	287	3.5
5	290	4
5	294	3
5	295	5
5	296	5
5	297	5
5	298	3.5
5	301	4.5
5	305	5
5	307	4.5
5	308	2.5
5	309	4.5
5	313	5
5	314	4
5	317	5
5	322	4
5	323	4.5
5	326	2
5	327	4.5
5	328	4
5	329	2
5	330	5
5	331	5
5	332	4
5	335	5
5	336	5
5	337	3
5	338	4.5
5	343	4.5
5	346	4
5	348	5
5	352	5
5	354	4.5
5	356	3.5
5	357	5
5	362	3.5
5	363	4
5	368	4
5	370	4.5
5	372	5
5	373	5
5	380	4
5	381	4.5
5	382	5
5	385	3
5	386	3
5	387	4.5
5	391	4
5	394	5
5	396	4
5	400	5
5	411	3
5	414	5
5	415	4.5
5	418	4.5
5	419	4
5	424	5
5	425	4.5
5	432	3
5	433	5
5	435	4
5	437	4
5	444	5
5	446	4
5	448	4
